hour;Measured & upscaled [MW]
02/03/2018 00:00;1006.37
02/03/2018 00:15;957.23
02/03/2018 00:30;958.46
02/03/2018 00:45;938.59
02/03/2018 01:00;963.89
02/03/2018 01:15;898.09
02/03/2018 01:30;879.46
02/03/2018 01:45;856.31
02/03/2018 02:00;814.9
02/03/2018 02:15;814.23
02/03/2018 02:30;845.14
02/03/2018 02:45;852.02
02/03/2018 03:00;846.43
02/03/2018 03:15;689.57
02/03/2018 03:30;690.59
02/03/2018 03:45;768.4
02/03/2018 04:00;835.23
02/03/2018 04:15;785.08
02/03/2018 04:30;791.94
02/03/2018 04:45;835.72
02/03/2018 05:00;802.88
02/03/2018 05:15;804.48
02/03/2018 05:30;815.62
02/03/2018 05:45;772.08
02/03/2018 06:00;727.22
02/03/2018 06:15;720.36
02/03/2018 06:30;728.16
02/03/2018 06:45;743.34
02/03/2018 07:00;749.92
02/03/2018 07:15;759.85
02/03/2018 07:30;770.82
02/03/2018 07:45;728.91
02/03/2018 08:00;724.76
02/03/2018 08:15;781.43
02/03/2018 08:30;825.06
02/03/2018 08:45;832.34
02/03/2018 09:00;840
02/03/2018 09:15;812.39
02/03/2018 09:30;751.57
02/03/2018 09:45;724.7
02/03/2018 10:00;657.97
02/03/2018 10:15;615.77
02/03/2018 10:30;594.89
02/03/2018 10:45;566.15
02/03/2018 11:00;512.29
02/03/2018 11:15;477.73
02/03/2018 11:30;420.68
02/03/2018 11:45;396.11
02/03/2018 12:00;372.62
02/03/2018 12:15;354.58
02/03/2018 12:30;335.56
02/03/2018 12:45;334.5
02/03/2018 13:00;330.14
02/03/2018 13:15;318.64
02/03/2018 13:30;301.04
02/03/2018 13:45;272.58
02/03/2018 14:00;254.26
02/03/2018 14:15;237
02/03/2018 14:30;229.47
02/03/2018 14:45;222.15
02/03/2018 15:00;212.73
02/03/2018 15:15;206.04
02/03/2018 15:30;194.66
02/03/2018 15:45;194.69
02/03/2018 16:00;168.79
02/03/2018 16:15;162.77
02/03/2018 16:30;168.82
02/03/2018 16:45;173.01
02/03/2018 17:00;178.91
02/03/2018 17:15;183.54
02/03/2018 17:30;181.49
02/03/2018 17:45;180.62
02/03/2018 18:00;184.09
02/03/2018 18:15;190.37
02/03/2018 18:30;211.15
02/03/2018 18:45;209.57
02/03/2018 19:00;208.76
02/03/2018 19:15;203.96
02/03/2018 19:30;192.32
02/03/2018 19:45;176.94
02/03/2018 20:00;162.37
02/03/2018 20:15;144.2
02/03/2018 20:30;128.28
02/03/2018 20:45;115.48
02/03/2018 21:00;87.39
02/03/2018 21:15;77.95
02/03/2018 21:30;74.83
02/03/2018 21:45;72.33
02/03/2018 22:00;67.08
02/03/2018 22:15;63.1
02/03/2018 22:30;59.76
02/03/2018 22:45;53.96
02/03/2018 23:00;55.31
02/03/2018 23:15;60.03
02/03/2018 23:30;59.86
02/03/2018 23:45;59.21
03/03/2018 00:00;66.89
03/03/2018 00:15;68.75
03/03/2018 00:30;63.96
03/03/2018 00:45;57.56
03/03/2018 01:00;52.09
03/03/2018 01:15;39.82
03/03/2018 01:30;33.54
03/03/2018 01:45;32.88
03/03/2018 02:00;35.93
03/03/2018 02:15;36.04
03/03/2018 02:30;36.85
03/03/2018 02:45;35.52
03/03/2018 03:00;30.96
03/03/2018 03:15;30.59
03/03/2018 03:30;29.68
03/03/2018 03:45;29.92
03/03/2018 04:00;29.84
03/03/2018 04:15;29.51
03/03/2018 04:30;29.64
03/03/2018 04:45;27.69
03/03/2018 05:00;30.54
03/03/2018 05:15;30.93
03/03/2018 05:30;31.6
03/03/2018 05:45;32.78
03/03/2018 06:00;32.72
03/03/2018 06:15;34.89
03/03/2018 06:30;35.58
03/03/2018 06:45;37.38
03/03/2018 07:00;38.85
03/03/2018 07:15;40.42
03/03/2018 07:30;43.47
03/03/2018 07:45;42.43
03/03/2018 08:00;42.49
03/03/2018 08:15;48.23
03/03/2018 08:30;48.2
03/03/2018 08:45;41.96
03/03/2018 09:00;45.55
03/03/2018 09:15;43.75
03/03/2018 09:30;36.93
03/03/2018 09:45;32.34
03/03/2018 10:00;31.8
03/03/2018 10:15;28.98
03/03/2018 10:30;30.46
03/03/2018 10:45;33.81
03/03/2018 11:00;22.49
03/03/2018 11:15;18.45
03/03/2018 11:30;16.09
03/03/2018 11:45;15.55
03/03/2018 12:00;17.2
03/03/2018 12:15;19.95
03/03/2018 12:30;18.8
03/03/2018 12:45;16.28
03/03/2018 13:00;19.33
03/03/2018 13:15;22.85
03/03/2018 13:30;27.03
03/03/2018 13:45;36.99
03/03/2018 14:00;49.03
03/03/2018 14:15;57.04
03/03/2018 14:30;68.84
03/03/2018 14:45;83.29
03/03/2018 15:00;108.3
03/03/2018 15:15;122.44
03/03/2018 15:30;132.17
03/03/2018 15:45;122.04
03/03/2018 16:00;128.26
03/03/2018 16:15;162.57
03/03/2018 16:30;186.01
03/03/2018 16:45;178.6
03/03/2018 17:00;212.24
03/03/2018 17:15;221.15
03/03/2018 17:30;233.75
03/03/2018 17:45;248.97
03/03/2018 18:00;260.62
03/03/2018 18:15;250.83
03/03/2018 18:30;243.42
03/03/2018 18:45;249.69
03/03/2018 19:00;258.08
03/03/2018 19:15;251.89
03/03/2018 19:30;271.54
03/03/2018 19:45;277.96
03/03/2018 20:00;273.41
03/03/2018 20:15;288.94
03/03/2018 20:30;239.13
03/03/2018 20:45;227.58
03/03/2018 21:00;218.5
03/03/2018 21:15;208.16
03/03/2018 21:30;197.57
03/03/2018 21:45;211.07
03/03/2018 22:00;218.26
03/03/2018 22:15;234.13
03/03/2018 22:30;251
03/03/2018 22:45;255.85
03/03/2018 23:00;264.1
03/03/2018 23:15;270.74
03/03/2018 23:30;275.94
03/03/2018 23:45;303.81
04/03/2018 00:00;306.61
04/03/2018 00:15;303.63
04/03/2018 00:30;303.39
04/03/2018 00:45;319.31
04/03/2018 01:00;319.4
04/03/2018 01:15;279.34
04/03/2018 01:30;293.03
04/03/2018 01:45;316.63
04/03/2018 02:00;332.9
04/03/2018 02:15;315.51
04/03/2018 02:30;338.05
04/03/2018 02:45;329.23
04/03/2018 03:00;338.05
04/03/2018 03:15;378.05
04/03/2018 03:30;404.03
04/03/2018 03:45;459.26
04/03/2018 04:00;476.33
04/03/2018 04:15;462.8
04/03/2018 04:30;465.3
04/03/2018 04:45;448.94
04/03/2018 05:00;472.77
04/03/2018 05:15;493.5
04/03/2018 05:30;541.37
04/03/2018 05:45;513.52
04/03/2018 06:00;500.64
04/03/2018 06:15;473.77
04/03/2018 06:30;453.04
04/03/2018 06:45;462.77
04/03/2018 07:00;437.09
04/03/2018 07:15;426.81
04/03/2018 07:30;435.82
04/03/2018 07:45;416.97
04/03/2018 08:00;445.75
04/03/2018 08:15;442.63
04/03/2018 08:30;436.7
04/03/2018 08:45;405.57
04/03/2018 09:00;365.83
04/03/2018 09:15;323.95
04/03/2018 09:30;287.26
04/03/2018 09:45;265.92
04/03/2018 10:00;224.06
04/03/2018 10:15;165.29
04/03/2018 10:30;145.94
04/03/2018 10:45;137.4
04/03/2018 11:00;120.23
04/03/2018 11:15;119.54
04/03/2018 11:30;133.94
04/03/2018 11:45;126.77
04/03/2018 12:00;114.68
04/03/2018 12:15;104.01
04/03/2018 12:30;105.23
04/03/2018 12:45;107.03
04/03/2018 13:00;100.12
04/03/2018 13:15;101.39
04/03/2018 13:30;87.11
04/03/2018 13:45;87.82
04/03/2018 14:00;92.09
04/03/2018 14:15;113.25
04/03/2018 14:30;124.55
04/03/2018 14:45;143.45
04/03/2018 15:00;177.96
04/03/2018 15:15;176.05
04/03/2018 15:30;174.32
04/03/2018 15:45;183.36
04/03/2018 16:00;188.68
04/03/2018 16:15;200.27
04/03/2018 16:30;169.15
04/03/2018 16:45;181.47
04/03/2018 17:00;168.89
04/03/2018 17:15;219.38
04/03/2018 17:30;262.03
04/03/2018 17:45;363.49
04/03/2018 18:00;411.89
04/03/2018 18:15;449.23
04/03/2018 18:30;453.77
04/03/2018 18:45;513.75
04/03/2018 19:00;536.31
04/03/2018 19:15;586.86
04/03/2018 19:30;635.9
04/03/2018 19:45;691.39
04/03/2018 20:00;677.73
04/03/2018 20:15;648.69
04/03/2018 20:30;717.36
04/03/2018 20:45;709.87
04/03/2018 21:00;796.84
04/03/2018 21:15;800.31
04/03/2018 21:30;755.65
04/03/2018 21:45;740.67
04/03/2018 22:00;735.58
04/03/2018 22:15;701.61
04/03/2018 22:30;657.74
04/03/2018 22:45;624.43
04/03/2018 23:00;635.03
04/03/2018 23:15;661.15
04/03/2018 23:30;668.76
04/03/2018 23:45;635.78
05/03/2018 00:00;640.95
05/03/2018 00:15;632.43
05/03/2018 00:30;629.7
05/03/2018 00:45;659.23
05/03/2018 01:00;683.18
05/03/2018 01:15;661.69
05/03/2018 01:30;640.77
05/03/2018 01:45;619.12
05/03/2018 02:00;616.57
05/03/2018 02:15;588.59
05/03/2018 02:30;577.14
05/03/2018 02:45;565.01
05/03/2018 03:00;544.16
05/03/2018 03:15;496.25
05/03/2018 03:30;481.51
05/03/2018 03:45;518.37
05/03/2018 04:00;535.39
05/03/2018 04:15;516.7
05/03/2018 04:30;555.86
05/03/2018 04:45;564.52
05/03/2018 05:00;511.75
05/03/2018 05:15;473.55
05/03/2018 05:30;450.37
05/03/2018 05:45;433.3
05/03/2018 06:00;418.02
05/03/2018 06:15;437.73
05/03/2018 06:30;453.53
05/03/2018 06:45;439.79
05/03/2018 07:00;413.69
05/03/2018 07:15;374.06
05/03/2018 07:30;349.61
05/03/2018 07:45;377.68
05/03/2018 08:00;352.45
05/03/2018 08:15;333.68
05/03/2018 08:30;319.23
05/03/2018 08:45;342.77
05/03/2018 09:00;350.68
05/03/2018 09:15;310.14
05/03/2018 09:30;248.81
05/03/2018 09:45;215.59
05/03/2018 10:00;183.09
05/03/2018 10:15;142.82
05/03/2018 10:30;139.2
05/03/2018 10:45;127.8
05/03/2018 11:00;113.1
05/03/2018 11:15;109.5
05/03/2018 11:30;113.23
05/03/2018 11:45;119.84
05/03/2018 12:00;119.62
05/03/2018 12:15;121.85
05/03/2018 12:30;118
05/03/2018 12:45;131.61
05/03/2018 13:00;146.12
05/03/2018 13:15;185.34
05/03/2018 13:30;181.74
05/03/2018 13:45;165.81
05/03/2018 14:00;159.91
05/03/2018 14:15;148.42
05/03/2018 14:30;138.61
05/03/2018 14:45;130.81
05/03/2018 15:00;118.5
05/03/2018 15:15;115.1
05/03/2018 15:30;101.63
05/03/2018 15:45;71.64
05/03/2018 16:00;67.33
05/03/2018 16:15;70.84
05/03/2018 16:30;82.49
05/03/2018 16:45;91.05
05/03/2018 17:00;101.67
05/03/2018 17:15;98.98
05/03/2018 17:30;103.32
05/03/2018 17:45;101.18
05/03/2018 18:00;109.48
05/03/2018 18:15;112.9
05/03/2018 18:30;121.05
05/03/2018 18:45;133.37
05/03/2018 19:00;155.76
05/03/2018 19:15;180.8
05/03/2018 19:30;209.29
05/03/2018 19:45;237.05
05/03/2018 20:00;256.62
05/03/2018 20:15;272.37
05/03/2018 20:30;283.74
05/03/2018 20:45;296.79
05/03/2018 21:00;317.77
05/03/2018 21:15;333.16
05/03/2018 21:30;335.59
05/03/2018 21:45;332.59
05/03/2018 22:00;343.96
05/03/2018 22:15;346.84
05/03/2018 22:30;353.74
05/03/2018 22:45;347.78
05/03/2018 23:00;347.72
05/03/2018 23:15;352.39
05/03/2018 23:30;390.78
05/03/2018 23:45;407.2
06/03/2018 00:00;402.01
06/03/2018 00:15;407.74
06/03/2018 00:30;405.93
06/03/2018 00:45;403.19
06/03/2018 01:00;410.27
06/03/2018 01:15;409
06/03/2018 01:30;416.16
06/03/2018 01:45;411.24
06/03/2018 02:00;416.54
06/03/2018 02:15;428.5
06/03/2018 02:30;412.76
06/03/2018 02:45;391.74
06/03/2018 03:00;343.08
06/03/2018 03:15;291.45
06/03/2018 03:30;267.42
06/03/2018 03:45;297.07
06/03/2018 04:00;327.23
06/03/2018 04:15;319.86
06/03/2018 04:30;346.18
06/03/2018 04:45;331.25
06/03/2018 05:00;319.14
06/03/2018 05:15;311.37
06/03/2018 05:30;292.76
06/03/2018 05:45;261.87
06/03/2018 06:00;257.92
06/03/2018 06:15;249.47
06/03/2018 06:30;247.12
06/03/2018 06:45;245.96
06/03/2018 07:00;221.88
06/03/2018 07:15;218.16
06/03/2018 07:30;210.89
06/03/2018 07:45;224.96
06/03/2018 08:00;225.11
06/03/2018 08:15;210.57
06/03/2018 08:30;198.28
06/03/2018 08:45;188.85
06/03/2018 09:00;165.32
06/03/2018 09:15;123.92
06/03/2018 09:30;93.83
06/03/2018 09:45;77.45
06/03/2018 10:00;58.34
06/03/2018 10:15;49.17
06/03/2018 10:30;42.13
06/03/2018 10:45;33.97
06/03/2018 11:00;16.58
06/03/2018 11:15;12.71
06/03/2018 11:30;13.82
06/03/2018 11:45;12.48
06/03/2018 12:00;12.27
06/03/2018 12:15;21.09
06/03/2018 12:30;53.48
06/03/2018 12:45;21.92
06/03/2018 13:00;48.55
06/03/2018 13:15;102.68
06/03/2018 13:30;98.33
06/03/2018 13:45;35.95
06/03/2018 14:00;28.15
06/03/2018 14:15;94.45
06/03/2018 14:30;108.83
06/03/2018 14:45;125.91
06/03/2018 15:00;142.53
06/03/2018 15:15;138.97
06/03/2018 15:30;139.69
06/03/2018 15:45;136.63
06/03/2018 16:00;188.56
06/03/2018 16:15;188.97
06/03/2018 16:30;199.32
06/03/2018 16:45;192.09
06/03/2018 17:00;167.01
06/03/2018 17:15;166.33
06/03/2018 17:30;163.01
06/03/2018 17:45;150.38
06/03/2018 18:00;159.31
06/03/2018 18:15;151.59
06/03/2018 18:30;155.68
06/03/2018 18:45;158.15
06/03/2018 19:00;167.74
06/03/2018 19:15;175.95
06/03/2018 19:30;187.14
06/03/2018 19:45;184.77
06/03/2018 20:00;211.78
06/03/2018 20:15;235.87
06/03/2018 20:30;242.28
06/03/2018 20:45;252
06/03/2018 21:00;324.65
06/03/2018 21:15;326.44
06/03/2018 21:30;329.43
06/03/2018 21:45;331.71
06/03/2018 22:00;330.5
06/03/2018 22:15;331.91
06/03/2018 22:30;330.79
06/03/2018 22:45;332.99
06/03/2018 23:00;340.01
06/03/2018 23:15;346.43
06/03/2018 23:30;364.65
06/03/2018 23:45;360.75
07/03/2018 00:00;362.64
07/03/2018 00:15;363.9
07/03/2018 00:30;356.38
07/03/2018 00:45;364.08
07/03/2018 01:00;354.85
07/03/2018 01:15;386.27
07/03/2018 01:30;409.4
07/03/2018 01:45;390.24
07/03/2018 02:00;382.84
07/03/2018 02:15;381.13
07/03/2018 02:30;370.36
07/03/2018 02:45;348.13
07/03/2018 03:00;333.55
07/03/2018 03:15;303.32
07/03/2018 03:30;302.21
07/03/2018 03:45;298.03
07/03/2018 04:00;301.25
07/03/2018 04:15;326.33
07/03/2018 04:30;318.34
07/03/2018 04:45;327.14
07/03/2018 05:00;352.23
07/03/2018 05:15;358.19
07/03/2018 05:30;332.09
07/03/2018 05:45;303.03
07/03/2018 06:00;354.81
07/03/2018 06:15;349.69
07/03/2018 06:30;347.48
07/03/2018 06:45;359.8
07/03/2018 07:00;363.09
07/03/2018 07:15;327.77
07/03/2018 07:30;310.15
07/03/2018 07:45;293.71
07/03/2018 08:00;286.76
07/03/2018 08:15;270.99
07/03/2018 08:30;260.06
07/03/2018 08:45;269.94
07/03/2018 09:00;249.68
07/03/2018 09:15;240.93
07/03/2018 09:30;227.9
07/03/2018 09:45;233.83
07/03/2018 10:00;249.12
07/03/2018 10:15;224.31
07/03/2018 10:30;223
07/03/2018 10:45;239.43
07/03/2018 11:00;318.63
07/03/2018 11:15;315.78
07/03/2018 11:30;317.95
07/03/2018 11:45;321.38
07/03/2018 12:00;325.77
07/03/2018 12:15;318.45
07/03/2018 12:30;324.99
07/03/2018 12:45;314.94
07/03/2018 13:00;301.18
07/03/2018 13:15;278.5
07/03/2018 13:30;274.45
07/03/2018 13:45;289.47
07/03/2018 14:00;293.98
07/03/2018 14:15;296.1
07/03/2018 14:30;305.74
07/03/2018 14:45;306.89
07/03/2018 15:00;297.27
07/03/2018 15:15;339.06
07/03/2018 15:30;321.07
07/03/2018 15:45;337.15
07/03/2018 16:00;410.8
07/03/2018 16:15;422.8
07/03/2018 16:30;425.97
07/03/2018 16:45;413.23
07/03/2018 17:00;472.6
07/03/2018 17:15;507.92
07/03/2018 17:30;511.7
07/03/2018 17:45;566.07
07/03/2018 18:00;602.93
07/03/2018 18:15;587.66
07/03/2018 18:30;600.74
07/03/2018 18:45;607.46
07/03/2018 19:00;649.87
07/03/2018 19:15;649.55
07/03/2018 19:30;650.31
07/03/2018 19:45;639.03
07/03/2018 20:00;620.46
07/03/2018 20:15;646.75
07/03/2018 20:30;684.16
07/03/2018 20:45;680.69
07/03/2018 21:00;716.74
07/03/2018 21:15;735.29
07/03/2018 21:30;740.51
07/03/2018 21:45;755.18
07/03/2018 22:00;778.44
07/03/2018 22:15;752.23
07/03/2018 22:30;737.07
07/03/2018 22:45;752.93
07/03/2018 23:00;757.66
07/03/2018 23:15;740.19
07/03/2018 23:30;723.2
07/03/2018 23:45;696.49
08/03/2018 00:00;674.02
08/03/2018 00:15;725.26
08/03/2018 00:30;763.24
08/03/2018 00:45;775.89
08/03/2018 01:00;744.94
08/03/2018 01:15;728.66
08/03/2018 01:30;737.13
08/03/2018 01:45;739.74
08/03/2018 02:00;697.51
08/03/2018 02:15;657.51
08/03/2018 02:30;649.43
08/03/2018 02:45;608.16
08/03/2018 03:00;618.08
08/03/2018 03:15;583.32
08/03/2018 03:30;589.63
08/03/2018 03:45;642.98
08/03/2018 04:00;642.84
08/03/2018 04:15;676.32
08/03/2018 04:30;696.5
08/03/2018 04:45;691.28
08/03/2018 05:00;723.16
08/03/2018 05:15;722.18
08/03/2018 05:30;673.71
08/03/2018 05:45;662.88
08/03/2018 06:00;762.34
08/03/2018 06:15;775.78
08/03/2018 06:30;830.14
08/03/2018 06:45;829.26
08/03/2018 07:00;875.05
08/03/2018 07:15;901.33
08/03/2018 07:30;940.36
08/03/2018 07:45;935.65
08/03/2018 08:00;948.41
08/03/2018 08:15;959.63
08/03/2018 08:30;975.97
08/03/2018 08:45;1006.46
08/03/2018 09:00;1020.53
08/03/2018 09:15;1042.31
08/03/2018 09:30;1058.52
08/03/2018 09:45;1060.8
08/03/2018 10:00;1037.4
08/03/2018 10:15;1038.02
08/03/2018 10:30;1067.05
08/03/2018 10:45;1045.84
08/03/2018 11:00;1122.1
08/03/2018 11:15;1168.64
08/03/2018 11:30;1068.79
08/03/2018 11:45;1060.53
08/03/2018 12:00;1004.23
08/03/2018 12:15;999.89
08/03/2018 12:30;1012.81
08/03/2018 12:45;1012.12
08/03/2018 13:00;1018.19
08/03/2018 13:15;1008
08/03/2018 13:30;1026.78
08/03/2018 13:45;1024.87
08/03/2018 14:00;953.78
08/03/2018 14:15;937.67
08/03/2018 14:30;965.86
08/03/2018 14:45;989.58
08/03/2018 15:00;950.88
08/03/2018 15:15;967.97
08/03/2018 15:30;976.01
08/03/2018 15:45;971.88
08/03/2018 16:00;964.36
08/03/2018 16:15;965.81
08/03/2018 16:30;989.44
08/03/2018 16:45;980.84
08/03/2018 17:00;948.31
08/03/2018 17:15;902.44
08/03/2018 17:30;854.57
08/03/2018 17:45;842.2
08/03/2018 18:00;787.95
08/03/2018 18:15;748.36
08/03/2018 18:30;778.89
08/03/2018 18:45;793.65
08/03/2018 19:00;809.89
08/03/2018 19:15;753.29
08/03/2018 19:30;684.97
08/03/2018 19:45;670.71
08/03/2018 20:00;657.98
08/03/2018 20:15;613.3
08/03/2018 20:30;615.22
08/03/2018 20:45;622.92
08/03/2018 21:00;589.36
08/03/2018 21:15;544.53
08/03/2018 21:30;550.32
08/03/2018 21:45;549.36
08/03/2018 22:00;538.89
08/03/2018 22:15;533.88
08/03/2018 22:30;534.15
08/03/2018 22:45;546.16
08/03/2018 23:00;547.01
08/03/2018 23:15;527.68
08/03/2018 23:30;536.8
08/03/2018 23:45;526.98
09/03/2018 00:00;483.13
09/03/2018 00:15;439.44
09/03/2018 00:30;421.51
09/03/2018 00:45;417.8
09/03/2018 01:00;411.46
09/03/2018 01:15;375.42
09/03/2018 01:30;382.04
09/03/2018 01:45;394.46
09/03/2018 02:00;385.39
09/03/2018 02:15;388.1
09/03/2018 02:30;398.06
09/03/2018 02:45;383.02
09/03/2018 03:00;374.61
09/03/2018 03:15;323.53
09/03/2018 03:30;330.57
09/03/2018 03:45;396.58
09/03/2018 04:00;430.85
09/03/2018 04:15;447.81
09/03/2018 04:30;431.21
09/03/2018 04:45;428.5
09/03/2018 05:00;404.62
09/03/2018 05:15;398.41
09/03/2018 05:30;389.36
09/03/2018 05:45;362.42
09/03/2018 06:00;341.89
09/03/2018 06:15;342.55
09/03/2018 06:30;357.16
09/03/2018 06:45;311.66
09/03/2018 07:00;305.95
09/03/2018 07:15;306.12
09/03/2018 07:30;313.9
09/03/2018 07:45;283.02
09/03/2018 08:00;266.59
09/03/2018 08:15;228.24
09/03/2018 08:30;198.8
09/03/2018 08:45;168.57
09/03/2018 09:00;155.11
09/03/2018 09:15;150.98
09/03/2018 09:30;146.77
09/03/2018 09:45;141.3
09/03/2018 10:00;140.68
09/03/2018 10:15;147.14
09/03/2018 10:30;153.83
09/03/2018 10:45;137.71
09/03/2018 11:00;117.73
09/03/2018 11:15;96.83
09/03/2018 11:30;96.01
09/03/2018 11:45;93.59
09/03/2018 12:00;100.89
09/03/2018 12:15;105.37
09/03/2018 12:30;104.05
09/03/2018 12:45;92.05
09/03/2018 13:00;87.96
09/03/2018 13:15;85.67
09/03/2018 13:30;77.07
09/03/2018 13:45;71.84
09/03/2018 14:00;71.81
09/03/2018 14:15;69.88
09/03/2018 14:30;62.8
09/03/2018 14:45;58.78
09/03/2018 15:00;55.49
09/03/2018 15:15;57.47
09/03/2018 15:30;58.73
09/03/2018 15:45;69.37
09/03/2018 16:00;70.11
09/03/2018 16:15;79.64
09/03/2018 16:30;88.99
09/03/2018 16:45;94.44
09/03/2018 17:00;104.1
